timestamp,user_id,group,payment_tag,price
1122882979,279172881325,3,Common,4.99
1122905797,279172876346,3,Common,4.99
1122918063,279172880784,2,Common,4.99
1122964947,279172881325,3,Common,4.99
1122981015,279172876921,3,Common,4.99
1123018913,279172876346,3,Common,4.99
1123028496,279172900332,2,Common,4.99
1123059750,279172881325,3,Common,4.99
1123095711,279172876346,3,Common,4.99
1123165960,279172892981,2,Common,4.99
1123348818,279172881447,1,Common,4.99
1123433464,279172889379,1,Common,4.99
1123790148,279172889101,3,Common,4.99
1123865646,279172899956,3,Common,4.99
1123920459,279172892981,2,Common,4.99
1123975003,279172900332,2,Common,4.99
1124083355,279172896362,3,Common,4.99
1124087525,279172897925,2,Common,4.99
1117501567,274878091173,1,Common,4.99
1117538168,274878094263,1,Common,4.99
1118400065,274878094263,1,Common,4.99
1118411285,274878119037,1,Common,4.99
1118922463,274878113454,2,Common,4.99
1119101866,274878109769,2,Common,4.99
1119102818,274878109769,2,Common,4.99
1120525157,274878136767,1,Common,4.99
1120538078,274878138538,1,Common,4.99
1120836433,274878138538,1,Common,4.99
1120853817,279172880381,2,Common,4.99
1121313659,274878138627,1,Common,4.99
1121947205,274878138403,3,Common,4.99
1123271791,279172895788,1,Common,4.99
1116844048,274878089811,1,Common,4.99
1116858963,274878089794,1,Common,4.99
1116905249,274878088613,2,Common,4.99
1116946959,274878092677,3,Common,4.99
1117138061,274878096796,1,Common,4.99
1117200754,274878091098,2,Common,4.99
1117636545,274878106590,2,Common,4.99
1117646782,274878100675,3,Common,4.99
1117815188,274878091098,2,Common,4.99
1117986762,274878091098,2,Common,4.99
1118023767,274878113131,3,Common,4.99
1118048850,274878094263,1,Common,4.99
1118068870,274878093303,1,Common,4.99
1118228955,274878107801,2,Common,4.99
1118354618,274878100675,3,Common,4.99
1118404176,274878091240,1,Common,4.99
1118595119,274878120966,2,Common,4.99
1118599971,274878087937,3,Common,4.99
1118750661,274878091240,1,Common,4.99
1118870417,274878120199,3,Common,4.99
1119009803,274878126261,1,Common,4.99
1119194896,274878120966,2,Common,4.99
1119388558,274878120966,2,Common,4.99
1119544453,274878118296,2,Common,4.99
1119622803,274878119729,2,Common,4.99
1119866412,274878100509,1,Common,4.99
1120044460,274878116423,2,Common,4.99
1120073288,274878119729,2,Common,4.99
1120132789,274878118296,2,Common,4.99
1120415802,274878115239,1,Common,4.99
1120465682,274878123939,1,Common,4.99
1120756888,274878147142,1,Common,4.99
1120766930,279172877712,2,Common,4.99
1120849169,279172880381,2,Common,4.99
1120882790,274878151429,3,Common,4.99
1120902045,279172881113,2,Common,4.99
1120908967,279172881254,3,Common,4.99
1120946890,279172876347,1,Common,4.99
1120996677,274878139776,2,Common,4.99
1121006188,274878138538,1,Common,4.99
1121063052,274878145588,1,Common,4.99
1121102788,279172880238,2,Common,4.99
1121152889,274878151103,2,Common,4.99
1121243064,279172879102,1,Common,4.99
1121453749,279172893059,2,Common,4.99
1121487376,274878150806,3,Common,4.99
1121584901,279172886326,1,Common,4.99
1121598596,274878131518,1,Common,4.99
1121616070,274878144965,2,Common,4.99
1121633953,274878148512,2,Common,4.99
1121686570,279172883247,1,Common,4.99
1121703476,274878144965,2,Common,4.99
1121706652,274878142594,1,Common,4.99
1121802400,274878142594,1,Common,4.99
1121947878,274878144879,1,Common,4.99
1121948787,279172876921,3,Common,4.99
1122131197,279172890352,1,Common,4.99
1122191223,274878145744,1,Common,4.99
1122480082,279172895877,1,Common,4.99
1122620462,274878145744,1,Common,4.99
1122638639,274878147142,1,Common,4.99
1122892179,274878150806,3,Common,4.99
1123088010,279172895877,1,Common,4.99
1123575648,279172899956,3,Common,4.99
1123610217,279172899956,3,Common,4.99
1117124278,274878089034,2,Common,4.99
1119531410,274878113454,2,Common,4.99
1119985624,274878118296,2,Common,4.99
1120561612,274878142807,3,Common,4.99
1121468216,279172889144,3,Common,4.99
1122479947,279172895877,1,Common,4.99
1122922193,279172889144,3,Common,4.99
1122995340,279172889144,3,Common,4.99
1116905016,274878089794,1,Common,4.99
1116913329,274878086630,3,Common,4.99
1116927535,274878092002,1,Common,4.99
1116955221,274878088020,2,Common,4.99
1116964508,274878088036,1,Common,4.99
1118437662,274878105130,1,Common,4.99
1118438129,274878092771,2,Common,4.99
1118438644,274878089034,2,Common,4.99
1118439250,274878119315,2,Common,4.99
1118442223,274878103403,2,Common,4.99
1118445552,274878106590,2,Common,4.99
1118467058,274878098647,3,Common,4.99
1118467983,274878119578,1,Common,4.99
1118472183,274878087655,3,Common,4.99
1118473260,274878096564,2,Common,4.99
1118475650,274878120008,3,Common,4.99
1118477731,274878100023,1,Common,4.99
1118490036,274878104430,2,Common,4.99
1118505428,274878107995,3,Common,4.99
1118557510,274878098175,1,Common,4.99
1118560694,274878120008,3,Common,4.99
1119475169,274878134355,1,Common,4.99
1119483855,274878131518,1,Common,4.99
1119491370,274878127032,2,Common,4.99
1119501002,274878134338,1,Common,4.99
1119504108,274878098647,3,Common,4.99
1119508572,274878113454,2,Common,4.99
1119511219,274878112270,1,Common,4.99
1119513686,274878096564,2,Common,4.99
1119517420,274878118296,2,Common,4.99
1119531195,274878119578,1,Common,4.99
1119537768,274878127082,3,Common,4.99
1119538161,274878110816,3,Common,4.99
1119541779,274878094263,1,Common,4.99
1119551345,274878107995,3,Common,4.99
1119598846,274878123939,1,Common,4.99
1119600031,274878132680,3,Common,4.99
1120776442,274878142668,2,Common,4.99
1120802937,274878136767,1,Common,4.99
1120805138,274878123939,1,Common,4.99
1120813747,279172877050,1,Common,4.99
1120818024,274878139776,2,Common,4.99
1120818190,274878127082,3,Common,4.99
1120820861,274878147142,1,Common,4.99
1120827222,274878145588,1,Common,4.99
1120833948,279172879102,1,Common,4.99
1120835426,279172877568,2,Common,4.99
1120848847,274878151260,2,Common,4.99
1120863391,274878134355,1,Common,4.99
1120883621,274878151103,2,Common,4.99
1121894777,274878142668,2,Common,4.99
1121895235,279172893379,3,Common,4.99
1121895439,274878138475,3,Common,4.99
1121904348,279172900332,2,Common,4.99
1121911757,279172885327,3,Common,4.99
1121929749,279172886326,1,Common,4.99
1121932383,274878136767,1,Common,4.99
1121943171,279172877103,1,Common,4.99
1121950771,279172887991,3,Common,4.99
1121954730,279172883367,1,Common,4.99
1121960628,274878144965,2,Common,4.99
1121967342,274878138475,3,Common,4.99
1121968279,279172881336,2,Common,4.99
1122015996,279172879118,3,Common,4.99
1123536933,279172887085,3,Common,4.99
1123577578,279172892201,2,Common,4.99
1123583585,279172897925,2,Common,4.99
1123601485,279172892981,2,Common,4.99
1116882328,300647969298,2,Common,4.99
1116883086,300647970716,3,Common,4.99
1116883146,300647969215,3,Common,4.99
1116886231,300647982398,3,Common,4.99
1116891566,300647986203,1,Common,4.99
1116901491,300647986038,2,Common,4.99
1116911904,300647972154,2,Common,4.99
1116915419,300647975172,2,Common,4.99
1116931284,300647981744,3,Common,4.99
1116931800,300647975507,2,Common,4.99
1116935309,300647974099,3,Common,4.99
1116947919,300647981076,2,Common,4.99
1116951554,300647974155,1,Common,4.99
1116951887,300647971207,3,Common,4.99
1116952331,300647970440,3,Common,4.99
1116957231,300647977488,2,Common,4.99
1116961026,300647987904,2,Common,4.99
1118437397,300648008582,3,Common,4.99
1118437659,300648052279,3,Common,4.99
1118438029,300648051950,3,Common,4.99
1118438067,300648048344,3,Common,4.99
1118438246,300647984100,2,Common,4.99
1118438378,300648004866,2,Common,4.99
1118438464,300648022335,1,Common,4.99
1118438759,300648025694,3,Common,4.99
1118438836,300648013075,3,Common,4.99
1118438905,300647986203,1,Common,4.99
1118439826,300648005766,2,Common,4.99
1118439934,300648036308,3,Common,4.99
1118439937,300648076344,2,Common,4.99
1118440305,300648002178,2,Common,4.99
1118441129,300648081780,2,Common,4.99
1118441586,300648014978,3,Common,4.99
1118441993,300648016330,1,Common,4.99
1118442395,300648025658,3,Common,4.99
1118442922,300648102118,1,Common,4.99
1118443719,300648000842,3,Common,4.99
1118444289,300648026028,2,Common,4.99
1118444300,300648028486,1,Common,4.99
1118444421,300648086640,2,Common,4.99
1118444587,300648036579,1,Common,4.99
1118445114,300647982026,3,Common,4.99
1118445160,300648032710,1,Common,4.99
1118445558,300648032302,1,Common,4.99
1118446972,300648021675,1,Common,4.99
1118447232,300648038996,3,Common,4.99
1118449755,300648092710,1,Common,4.99
1118452776,300648077586,2,Common,4.99
1118452862,300648003002,3,Common,4.99
1118454117,300648084288,2,Common,4.99
1118455149,300647983855,3,Common,4.99
1118455480,300648059292,2,Common,4.99
1118463912,300648084171,1,Common,4.99
1118464454,300648041326,1,Common,4.99
1118465292,300648005228,3,Common,4.99
1118465322,300648065319,1,Common,4.99
1118466738,300647972692,1,Common,4.99
1118467015,300648051802,1,Common,4.99
1118467274,300647972154,2,Common,4.99
1118467603,300648078452,3,Common,4.99
1118467992,300647986100,3,Common,4.99
1118468479,300648007236,2,Common,4.99
1118469070,300648065264,3,Common,4.99
1118471294,300648088039,3,Common,4.99
1118471781,300648028046,3,Common,4.99
1118471906,300648068938,1,Common,4.99
1118474047,300648012958,1,Common,4.99
1118474516,300648079935,1,Common,4.99
1118474637,300648015003,1,Common,4.99
1118474830,300648067566,2,Common,4.99
1118476450,300648034508,3,Common,4.99
1118476735,300647986340,3,Common,4.99
1118479810,300648086543,2,Common,4.99
1118480288,300647980039,3,Common,4.99
1118480472,300648036600,2,Common,4.99
1118480922,300648010030,1,Common,4.99
1118483385,300648054726,2,Common,4.99
1118483590,300648014462,3,Common,4.99
1118485059,300648005448,2,Common,4.99
1118485132,300648019235,2,Common,4.99
1118486316,300648080316,2,Common,4.99
1118487160,300647980851,1,Common,4.99
1118493679,300648049532,3,Common,4.99
1118495123,300647984734,1,Common,4.99
1118495440,300648016167,1,Common,4.99
1118496501,274878114090,2,Common,4.99
1118497234,274878090716,3,Common,4.99
1118498503,300647990598,2,Common,4.99
1118499236,300647970440,3,Common,4.99
1118499774,300648086326,1,Common,4.99
1118500596,300648001911,1,Common,4.99
1118500890,300648089071,3,Common,4.99
1118501007,300647969298,2,Common,4.99
1118501934,300648108351,1,Common,4.99
1118502992,300648105295,3,Common,4.99
1118506890,300648036138,2,Common,4.99
1118507239,300647973460,1,Common,4.99
1118508947,300648050368,1,Common,4.99
1118510774,300647970888,2,Common,4.99
1118512550,300647984028,2,Common,4.99
1118514011,300648070208,3,Common,4.99
1118517397,300647974099,3,Common,4.99
1118518013,300648104612,3,Common,4.99
1118519273,300648018880,1,Common,4.99
1118521794,300648102840,2,Common,4.99
1118522603,300648087248,3,Common,4.99
1118522657,300648045939,1,Common,4.99
1118524879,300648077007,1,Common,4.99
1118527474,300647969578,1,Common,4.99
1118547376,300648069855,1,Common,4.99
1118557081,300648011827,3,Common,4.99
1118578120,300648105472,1,Common,4.99
1118607638,300648038342,3,Common,4.99
1119474213,300648190912,1,Common,4.99
1119474254,300648202472,3,Common,4.99
1119474267,300648080316,2,Common,4.99
1119474383,300648025694,3,Common,4.99
1119474415,300648148016,3,Common,4.99
1119474444,300648141259,3,Common,4.99
1119474652,300648002178,2,Common,4.99
1119474909,300648073900,1,Common,4.99
1119474909,300648124334,3,Common,4.99
1119474990,300648051558,2,Common,4.99
1119475089,300648033735,1,Common,4.99
1119475289,300648142536,2,Common,4.99
1119475299,300648005766,2,Common,4.99
1119475560,300648111339,1,Common,4.99
1119475592,300648142651,3,Common,4.99
1119476067,300648003276,2,Common,4.99
1119476256,300648016330,1,Common,4.99
1119476341,300648051950,3,Common,4.99
1119476872,300648013215,1,Common,4.99
1119477212,300648025874,3,Common,4.99
1119477472,300648181084,1,Common,4.99
1119477783,300648145248,2,Common,4.99
1119478357,300648000842,3,Common,4.99
1119479779,300648076344,2,Common,4.99
1119479963,300648086303,2,Common,4.99
1119480615,300648008582,3,Common,4.99
1119481458,300648089767,3,Common,4.99
1119481744,300648144319,3,Common,4.99
1119481953,300648063028,1,Common,4.99
1119482363,300648098280,2,Common,4.99
1119482786,300648209856,2,Common,4.99
1119484009,300648104594,3,Common,4.99
1119484689,300648084288,2,Common,4.99
1119485417,300648079784,3,Common,4.99
1119485605,300648185994,2,Common,4.99
1119486917,300648028770,2,Common,4.99
1119486946,300648013075,3,Common,4.99
1119486980,300648013075,3,Common,4.99
1119487936,300648000375,1,Common,4.99
1119489196,300648123043,3,Common,4.99
1119490192,300648033348,2,Common,4.99
1119491316,300648036579,1,Common,4.99
1119493874,300648005228,3,Common,4.99
1119494702,300648193018,1,Common,4.99
1119494732,300648193018,1,Common,4.99
1119494766,300648010380,2,Common,4.99
1119497280,274878105130,1,Common,4.99
1119498258,300648052279,3,Common,4.99
1119499563,300648197044,1,Common,4.99
1119501515,300648108351,1,Common,4.99
1119502562,300648123724,1,Common,4.99
1119502670,300648123724,1,Common,4.99
1119503552,300648127143,1,Common,4.99
1119503987,300648065264,3,Common,4.99
1119504620,300648203316,2,Common,4.99
1119507182,300648007236,2,Common,4.99
1119507344,300648028486,1,Common,4.99
1119507361,300648159418,1,Common,4.99
1119507391,300648159418,1,Common,4.99
1119508162,300648124462,1,Common,4.99
1119508572,300648068938,1,Common,4.99
1119509194,300648019235,2,Common,4.99
1119509920,300648015003,1,Common,4.99
1119509941,300647993912,3,Common,4.99
1119509988,300647993912,3,Common,4.99
1119510211,300648011827,3,Common,4.99
1119510361,300648036156,2,Common,4.99
1119511060,300648199622,3,Common,4.99
1119511269,300648125487,1,Common,4.99
1119511412,300648045939,1,Common,4.99
1119514120,300648142026,2,Common,4.99
1119514332,300648088296,2,Common,4.99
1119515265,300648212794,1,Common,4.99
1119515320,300648060011,2,Common,4.99
1119515370,300648060011,2,Common,4.99
1119515371,300648025658,3,Common,4.99
1119517795,300648036600,2,Common,4.99
1119517979,300648081395,2,Common,4.99
1119518939,300648104612,3,Common,4.99
1119521970,300648091772,3,Common,4.99
1119522794,300648161383,3,Common,4.99
1119525164,300648188244,2,Common,4.99
1119525336,300648078452,3,Common,4.99
1119526813,300648108578,3,Common,4.99
1119527845,300648047272,1,Common,4.99
1119528081,300648214458,2,Common,4.99
1119528510,300648023527,3,Common,4.99
1119529487,300648012958,1,Common,4.99
1119530361,300647992543,3,Common,4.99
1119530813,266287992030,2,Common,4.99
1119532117,300648204540,2,Common,4.99
1119534214,300648159646,1,Common,4.99
1119535513,300648077586,2,Common,4.99
1119536408,300648205470,2,Common,4.99
1119536936,300648036872,3,Common,4.99
1119537591,300648022335,1,Common,4.99
1119539248,300648006120,2,Common,4.99
1119541212,300648023646,2,Common,4.99
1119544729,300648082639,3,Common,4.99
1119551120,300648139463,2,Common,4.99
1119551808,300648203200,1,Common,4.99
1119553628,300648045154,1,Common,4.99
1119553987,300648086543,2,Common,4.99
1119554783,300648036308,3,Common,4.99
1119555472,300648080739,1,Common,4.99
1119556231,274878137208,2,Common,4.99
1119558559,300648161099,2,Common,4.99
1119561078,300648039558,2,Common,4.99
1119562104,300648084952,1,Common,4.99
1119565374,300648129000,2,Common,4.99
1119567997,300648135594,2,Common,4.99
1119571390,300648031564,1,Common,4.99
1119593050,300648193372,1,Common,4.99
1119595207,300648036462,2,Common,4.99
1119623033,300648185144,3,Common,4.99
1120770076,300648145248,2,Common,4.99
1120770189,300648299979,1,Common,4.99
1120770459,300648136627,3,Common,4.99
1120770954,300648142536,2,Common,4.99
1120771156,300648304916,3,Common,4.99
1120771161,300648255840,2,Common,4.99
1120771383,300648307126,1,Common,4.99
1120771486,300648275826,2,Common,4.99
1120771598,300648229267,3,Common,4.99
1120771756,300648281895,1,Common,4.99
1120771929,300648290386,1,Common,4.99
1120772287,300648205470,2,Common,4.99
1120772329,300648146319,1,Common,4.99
1120772482,300648248124,2,Common,4.99
1120772514,300648255316,1,Common,4.99
1120772719,300648310446,2,Common,4.99
1120773116,300648209984,3,Common,4.99
1120773165,300648243547,3,Common,4.99
1120773534,300648281350,1,Common,4.99
1120773960,300648088296,2,Common,4.99
1120774023,300648286388,3,Common,4.99
1120774380,300648159418,1,Common,4.99
1120776266,300648255239,2,Common,4.99
1120777380,300648291348,2,Common,4.99
1120777428,300648146507,2,Common,4.99
1120777964,300648235154,3,Common,4.99
1120778783,300648244551,1,Common,4.99
1120779758,300648202588,1,Common,4.99
1120781373,300648161383,3,Common,4.99
1120783075,300648144319,3,Common,4.99
1120784102,300648230047,3,Common,4.99
1120785613,300648247752,2,Common,4.99
1120785881,300648315122,3,Common,4.99
1120787402,300648293712,2,Common,4.99
1120793558,300648131260,1,Common,4.99
1120796138,300648261492,2,Common,4.99
1120798932,300648108351,1,Common,4.99
1120800173,300648117546,2,Common,4.99
1120800930,300648184628,3,Common,4.99
1120801379,300648252606,2,Common,4.99
1120803106,300648212794,1,Common,4.99
1120806287,300648199622,3,Common,4.99
1120806788,300648251808,2,Common,4.99
1120806864,300648276919,3,Common,4.99
1120806986,304942681094,3,Common,4.99
1120808585,300648225862,1,Common,4.99
1120808651,300648187702,1,Common,4.99
1120809171,300648164424,2,Common,4.99
1120809664,300648131038,1,Common,4.99
1120811415,300648278080,1,Common,4.99
1120812882,300648303110,3,Common,4.99
1120815237,300648135432,2,Common,4.99
1120818576,300648095512,1,Common,4.99
1120820625,304942685940,2,Common,4.99
1120820969,300648124334,3,Common,4.99
1120823656,300648277540,1,Common,4.99
1120823911,300648294856,1,Common,4.99
1120825421,300648261923,2,Common,4.99
1120827077,300648293103,1,Common,4.99
1120828291,300648111339,1,Common,4.99
1120831995,304942693590,2,Common,4.99
1120834183,304942690562,3,Common,4.99
1120836129,300648247716,2,Common,4.99
1120836413,300648302486,3,Common,4.99
1120836513,300648097000,1,Common,4.99
1120836654,300648177374,3,Common,4.99
1120838064,300648249950,3,Common,4.99
1120839431,300648250932,2,Common,4.99
1120840670,300648159646,1,Common,4.99
1120841527,300648236091,1,Common,4.99
1120841955,300648309560,3,Common,4.99
1120843265,300648109303,3,Common,4.99
1120845392,304942681962,2,Common,4.99
1120846870,300648155826,2,Common,4.99
1120847921,300648196023,1,Common,4.99
1120850469,304942686470,3,Common,4.99
1120851182,300648164663,2,Common,4.99
1120851354,300648290912,3,Common,4.99
1120853505,300648309208,1,Common,4.99
1120855486,300648135594,2,Common,4.99
1120855756,300648292566,2,Common,4.99
1120857426,300648179422,1,Common,4.99
1120858968,300648299223,1,Common,4.99
1120860302,300648243167,2,Common,4.99
1120862730,304942682078,3,Common,4.99
1120887796,300648232088,3,Common,4.99
1120897802,300648285334,1,Common,4.99
1120902361,300648141154,1,Common,4.99
1120934181,304942687740,2,Common,4.99
1121893381,304942709595,1,Common,4.99
1121893385,304942717244,3,Common,4.99
1121893442,304942695806,3,Common,4.99
1121893524,300648309560,3,Common,4.99
1121893597,304942716987,1,Common,4.99
1121893641,304942726372,1,Common,4.99
1121893657,300648286388,3,Common,4.99
1121893704,300648314918,3,Common,4.99
1121893940,300648220092,2,Common,4.99
1121894205,300648258647,2,Common,4.99
1121894450,300648221444,3,Common,4.99
1121894699,300648211527,1,Common,4.99
1121894797,304942710178,1,Common,4.99
1121894861,304942723002,2,Common,4.99
1121895168,304942715282,3,Common,4.99
1121895210,304942722718,1,Common,4.99
1121895343,304942764840,2,Common,4.99
1121895422,304942683474,2,Common,4.99
1121895498,304942704279,1,Common,4.99
1121895717,304942764274,1,Common,4.99
1121895769,304942734668,3,Common,4.99
1121895783,300648237435,1,Common,4.99
1121895814,300648259143,1,Common,4.99
1121895920,300648275288,3,Common,4.99
1121896039,304942724220,2,Common,4.99
1121896053,300648261819,1,Common,4.99
1121896144,300648255316,1,Common,4.99
1121896628,300648309910,1,Common,4.99
1121896851,300648232088,3,Common,4.99
1121897121,304942699843,3,Common,4.99
